linkID,2712,2713,2714,2715,2716,2717,2718,2719,2720,2721,2722,2723,2724,2725,2726,2727,2728,2729,2730,2731,2732,2733,2734,2735,2736,2737,2738,2739,2740,2741,2742,2743,2744,2745,2746,2747,2748,2749,2750,2751,2752,2753,2754,2755,2756,2757,2758,2759
100000,6.69,6.69,6.69,6.69,6.69,4.451,7.623,5.675,8.078,8.078,8.078,11.154,11.154,4.55,13.618,6.279,6.279,6.632,8.101,9.52,2.721,5.285,4.24,5.759,2.154,2.154,2.154,2.154,2.154,6.218,5.174,5.174,3.466,4.84,10.734,4.954,4.963,6.331,11.704,6.329,6.329,3.665,3.665,5.64,5.64,3.969,4.369,4.369
100002,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,5.042,5.042,5.042,5.042,5.042,5.042,5.042,5.042,5.042,3.994,3.994,3.994,3.994,3.994,3.994,3.994
100062,5.734,5.734,5.734,5.734,5.734,10.161,10.161,5.701,7.37,7.37,7.37,7.37,7.37,7.37,7.194,7.194,7.194,7.194,7.194,7.194,7.194,8.3915,8.3915,8.3915,8.3915,8.3915,8.3915,8.3915,6.488,6.488,6.488,10.066,8.759,8.759,8.232,7.929,8.393,8.393,7.971,7.971,6.514,10.964,10.964,6.596,6.596,7.804,8.07,6.292
100001,5.45,4.554,4.554,4.554,4.554,4.554,4.554,6.215,5.882,5.882,5.882,5.882,5.882,3.734,4.876,4.293,6.176,2.972,2.967,4.697,4.697,3.171,3.833,4.634,4.363,5.42,5.42,5.42,5.42,5.42,5.42,5.42,5.578,5.578,3.621,4.68,4.68,3.341,5.52,3.936,3.936,3.357,2.683,10.099,10.099,3.081,3.537,4.278
100006,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,10.464,0.49,0.49,0.49,0.49,0.49,0.49,0.49
100058,5.734,5.734,5.734,5.734,5.734,10.161,10.161,5.701,7.37,7.37,7.37,7.37,7.37,7.37,4.777,7.194,7.194,7.194,7.194,7.194,7.194,8.129,8.3915,8.3915,8.3915,8.3915,8.3915,8.3915,6.488,6.488,6.488,10.066,8.759,8.759,7.044,7.929,8.393,8.393,7.971,7.971,6.081,7.075,10.964,6.596,6.596,7.804,8.07,6.292
100003,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,7.513,10.071,10.071,10.071,10.071,10.071,10.071,10.071,10.071,10.071,10.071,10.071,10.071,10.071,10.071,10.071,10.071,8.573,8.573,8.573,9.769,9.769,9.769,9.769,9.769,9.769,9.769
100004,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,1.959,5.042,5.042,5.042,5.042,5.042,5.042,5.042,5.042,5.042,3.994,3.994,3.994,3.994,3.994,3.994,3.994
100029,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,3.679,4.863,5.174,5.174,5.174,5.174,5.174,5.174,5.174,5.174,5.174,8.695,8.695,8.695,8.695,8.695,8.695,8.695
